"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"79",80,87,2.53854813021253,1.98944307193798,0.235956788254326,0.348425845415833,1.10867641287481,2.02909142455404,3.36448697867519,6.63800742187923,7.74344241455407
"80",81,88,2.61284303733414,1.97547892273565,0.274815380101843,0.374794898601615,1.15206156898324,2.16539151799986,3.52411568969054,6.46357300137501,7.6552475137289
"81",82,89,2.56879948193928,1.98516686560433,0.240390900107107,0.368653257658128,1.09374902541166,2.1168927726253,3.5456695585007,6.35867621707958,7.89858368407299
"82",83,90,2.54162975164468,1.97581375415283,0.210707507696974,0.344749770340966,1.09618783917263,2.0259446099261,3.48522747460099,6.56005160473423,7.72699665807962
"83",84,91,2.5980683045802,2.02921828616622,0.225844280980583,0.372365378647956,1.12672917492039,2.0845925044302,3.54493349499731,6.65357527258245,7.98269002500175
"84",85,92,2.52721379104892,1.93233371964069,0.233118373829648,0.376042381282118,1.08700088406474,2.04304425389001,3.42162054624888,6.40342934083109,7.53399749271469
"85",86,93,2.65997737679367,2.04824795936577,0.242544526817055,0.364673505362997,1.13624177541335,2.17467454120304,3.66218099796791,6.4810940517505,7.81741643156095
"86",87,94,2.60784424621449,2.01693590721188,0.259333653357775,0.359393585816276,1.1087826746477,2.12880240106793,3.56008990420217,6.49679438899374,7.68850678066191
"87",88,95,2.63479758307181,2.06059113042879,0.234424361209931,0.368583392975982,1.10540088234856,2.1527447131662,3.58668411478482,6.51129115688773,8.05982867914221
"88",89,96,2.64061143667989,2.0397356599526,0.216659065142851,0.356663987850335,1.12352114516393,2.13254789303954,3.62866396224352,6.70189212548908,7.91423208331739
"89",90,97,2.58938190099748,1.90899112018541,0.242353679069073,0.391862669755343,1.15764270836675,2.17544567928124,3.54884478172224,6.24364734482967,7.32546359775236
"90",91,98,2.57701087210407,2.0084725862614,0.225564947596404,0.351856065077701,1.07581078541133,2.07554387397717,3.54509614193644,6.58795921732894,7.71095403421864
"91",92,99,2.61549186573937,2.02476839734832,0.254771762591482,0.374301260129294,1.15635744735528,2.10770937542468,3.47894596545987,6.59788039263793,7.91548537881398
"92",93,100,2.59140466725312,1.96320317453997,0.260171949278599,0.393714094170026,1.13271395303935,2.1039742562977,3.58688800184748,6.35165373599891,7.69586622754758
"93",94,101,2.52035273414318,1.94915948542239,0.240739600582835,0.351971616329445,1.12230742313603,2.01242947887972,3.39932834171811,6.46962300197053,7.63799757669669
"94",95,102,2.55378623353026,1.879026904248,0.245148001834453,0.386570473468091,1.17262480656652,2.11028449356688,3.47305057691142,6.21562475412626,7.20396831166701
"95",96,103,2.50920601267753,1.90797639399751,0.219113542023292,0.355611974753013,1.10174757958536,2.0539305894633,3.46021681722407,6.3146189054422,7.51920183529249
"96",97,104,2.63939731179746,1.99224098739372,0.23355259075063,0.372699711260302,1.16576068463831,2.12125661253521,3.64247872619029,6.41865838345732,7.79692874123786
"97",98,105,2.58844518139337,2.03604786499116,0.246413998082981,0.367119979091564,1.09015247303202,2.08542287187816,3.50205510995291,6.74983415801552,7.7076504126698
"98",99,106,2.64617768831814,2.05069507363011,0.242054001604197,0.369768387525627,1.14782273295925,2.20059321128291,3.61861288644252,6.4647115601119,7.80522047406074
"99",100,107,2.58129189202389,1.97923997041974,0.26250662477123,0.382843843985388,1.12961361027843,2.07589196804705,3.4966125031694,6.57193260561704,7.69082891573291
"100",101,108,2.62632027894669,2.02297728379213,0.239599281002045,0.346173640174381,1.15360545077482,2.13231623394155,3.56417724238237,6.56592058991102,7.76743607695932
"101",102,109,2.56110567155614,1.96086372351407,0.234446190923922,0.372422825313392,1.11047851763159,2.08819149676178,3.44084740378729,6.36305903922247,7.6934746577705
"102",103,110,2.62559799116913,1.98750562195902,0.259406724957417,0.384707992544839,1.15912483668778,2.17260726017568,3.56369715024995,6.48279579440511,7.85162017061431
"103",104,111,2.60731435977308,1.99747063884113,0.242614015098584,0.384639144220175,1.16135381159915,2.10620264835004,3.56984929975037,6.45961776327975,7.55166621285875
"104",105,112,2.54753570958765,1.96955605445501,0.20634304750794,0.323069686490449,1.10887785803981,2.05299059552329,3.49836762182977,6.35414320932778,7.41891764580374
"105",106,113,2.62829220354367,2.00736220694294,0.235414282643019,0.361584252010165,1.17046149554034,2.15100902128435,3.59741244367896,6.39624164990471,7.56627922101169
"106",107,114,2.60694508569892,2.03046535359013,0.228544373293793,0.35032386042413,1.12483597304233,2.09206592118886,3.53065256245071,6.66419038935618,7.64911793751181
"107",108,115,4.21728106537932,2.56939168485406,0.746087132240273,1.00131821646978,2.30923357161679,3.74852787433134,5.6301717802109,8.97250083235805,10.5991257083619
"108",109,116,3.87736108422088,2.34429513261496,0.732291012309822,0.986926473100796,2.14103439447879,3.45080081110142,5.0656394486142,8.36191457765018,9.78650250898201
"109",110,117,3.31587468835077,2.05740590754174,0.579453450563492,0.827868911475566,1.79751993330466,2.89886271714194,4.4040538031689,7.24847202346027,8.20734261817063
"110",111,118,2.81462407994443,1.71198697972484,0.545985353240661,0.727858968366854,1.55846913458753,2.45115333624383,3.79064985313226,5.98754940050382,6.99532604162417
"111",112,119,2.42685529692325,1.51490810756665,0.453007758767529,0.602435697139747,1.31400956971946,2.11603411650532,3.23121716433719,5.32628447615354,6.2797466796077
"112",113,120,2.1984807585922,1.33706795339645,0.379039916053025,0.533670996346401,1.22141222071337,1.94261301476903,2.88643300518343,4.808562746644,5.54866448429616
"113",114,121,1.98627245255732,1.22796634435004,0.337856303958652,0.479212097014397,1.06236560702298,1.73025712206682,2.66402299084996,4.23826382454473,4.95567895676516
"114",115,122,1.89826620639874,1.17333785684448,0.344443148313793,0.47063006822721,1.03056925396247,1.66416110660257,2.48931528121637,4.15548699796218,4.7158789876442
"115",116,123,1.12985454629612,0.854524003404298,0.10003018410376,0.163207993929929,0.501985457411069,0.910440107464066,1.523695686001,2.79127767819494,3.29258388174216
"116",117,124,1.1222646787016,0.846385239956115,0.113528761366302,0.162692719593355,0.488952955526748,0.904404735272732,1.52773790630548,2.81386698761356,3.20505228850901
"117",118,125,1.20795149732135,0.933370563867722,0.0982058996732815,0.160422203870176,0.516685144048267,0.991423295080394,1.66837069798898,3.02889867795792,3.62729713596885
"118",119,126,2.14601348726565,1.30652279476325,0.388706535799603,0.505200757905354,1.17142693178913,1.87754172345313,2.827593882197,4.68738784216819,5.27567051989518
"119",120,127,2.25710746928011,1.39545139438367,0.372881320807684,0.518762025770192,1.23104919573192,2.01369697139271,2.96274700712159,4.84577188619852,5.6388299766144
"120",121,128,3.09493307061649,1.6076424866688,0.792740143223958,0.999060881665006,1.90221247987416,2.79582692985179,3.97636906670035,6.21566445360943,6.89017370164794
"121",122,129,5.9438231436639,2.11244796301128,2.42536772405467,2.88438325109004,4.44003330312145,5.70918834601496,7.18400001778872,9.65439617848735,10.6132298875268
"122",123,130,4.71086417621949,1.79848036148317,1.89055270041014,2.19160365274411,3.39858886604617,4.44813064778938,5.7810191331739,8.00682180313659,8.96258011386661
"123",124,131,3.25910005608483,1.27215256088249,1.26766131109441,1.50293003485794,2.3583310559637,3.08064222627253,3.95918363533864,5.58537733396422,6.14980033832896
"124",125,132,4.34688674161747,1.28902799838466,2.22402487216681,2.4768309343966,3.41776009277233,4.22275305844268,5.1073548589406,6.6663192141378,7.22106775193585
"125",126,133,3.27387120402286,0.956182181772707,1.67488513121902,1.89592587500897,2.59474626247025,3.17314101997933,3.85069744291167,5.01687611885624,5.42798319182505
"126",127,134,2.28450961302787,0.708464844017332,1.17928084504667,1.30742981129531,1.77878388948286,2.18342412805392,2.69315991245198,3.56440787290779,3.89460102072939
"127",128,135,9.01050802530795,1.39168190145026,6.59462916815771,6.97401144866967,8.00708752981894,8.89999983825569,9.92371311060621,11.3947220338409,12.0524669984178
"128",129,136,6.22902742121012,1.29951257390078,3.72156461771074,4.08011313710806,5.34895471506674,6.21681279560724,7.1111544312153,8.39748754030654,8.91684157792744
"129",130,137,3.71234302165901,0.860291057719945,2.26639676674953,2.44023800542169,3.10101944462425,3.64128500319711,4.21977630842947,5.29253049362795,5.67296264609598
"130",131,138,2.49221883644646,0.481688689416671,1.6896098364844,1.79389826294296,2.13796488162658,2.45712343541916,2.78343862560077,3.33858812802368,3.55857742468669
"131",132,139,1.88979767298695,0.308487032340552,1.36084590628679,1.43669574996537,1.66953156048741,1.85764029742622,2.0887665392592,2.44994526643425,2.56324351418334
"132",133,140,1.47732313454105,0.221363332958922,1.08581577095827,1.1438365580208,1.3196178941307,1.46777717828445,1.61874559314942,1.86528114079752,1.94992566769365
"133",134,141,1.2996335411754,0.181878494892478,0.972209795385646,1.01882435606625,1.17666126454664,1.28976689214993,1.41084260432024,1.61755599943046,1.68268636088416
"134",135,142,1.20013881017904,0.161324300861721,0.894353648759188,0.950412277386581,1.08745830762975,1.19413929910858,1.30051730755174,1.48329789796306,1.54088883986765
"135",136,143,0.169741422798517,0.0570460384641807,0.0727929063823538,0.084839223995555,0.129073246628003,0.164917088939304,0.204414247487177,0.27112098092991,0.29573765754824
"136",137,144,0.326207339576683,0.0811139374503664,0.184822230415185,0.206263880153779,0.269070067748623,0.319008172673567,0.378779840823912,0.468944289262049,0.502999155120879
"137",138,145,0.254741833258406,0.0779864870798587,0.128976321975325,0.141252309968944,0.198747183308501,0.245345892852337,0.300974400710883,0.392899294486079,0.426554455237129
"138",139,146,0.315737647521345,0.0924043279527126,0.162571347356804,0.182343017771973,0.247869603119845,0.307266452084616,0.370888758212319,0.479572309284416,0.519331765630472
"139",140,147,0.489529128995114,0.128668800102567,0.268955298927539,0.298432733249155,0.397898377027548,0.476223332763683,0.568188091615068,0.712348794050158,0.764319460342191
"140",141,148,0.569246234004944,0.147259877194013,0.323023471596577,0.353345457746529,0.46046502843778,0.553939968578568,0.666208569661909,0.835263947200733,0.895114166352523
"141",142,149,0.735887301496362,0.176124958287857,0.436645855350173,0.47211877018837,0.611639493718219,0.72147536855517,0.844453673875976,1.05437690629171,1.12314799122002
"142",143,150,0.814516402400197,0.19992829797226,0.478340601682743,0.525248832803246,0.673875624090213,0.795412480633963,0.934575791719373,1.17521609779714,1.26104359661973
"143",144,151,0.939081877673884,0.221168651201174,0.567483580614025,0.610259473938018,0.783769432057533,0.920320805539475,1.06902748729637,1.33460339149481,1.4364668580445
"144",145,152,0.585503591169866,0.174149832526695,0.299864493867737,0.335852125133929,0.458141160876494,0.566508130832475,0.697666754724962,0.900355067533963,0.975992464988248
"145",146,153,0.60940621860247,0.183767044820867,0.312678111044932,0.350775625089116,0.476266708435841,0.58893836888831,0.721257386354415,0.947157478623244,1.02768386500439
"146",147,154,0.659364774740203,0.189914864765273,0.334737050525289,0.370971068992246,0.52070887152524,0.642431000350248,0.775134284108195,0.994464138318752,1.08286836706873
"147",148,155,1.21103523858731,0.278007441973065,0.73781012776268,0.798494256124938,1.0155962859609,1.18657349643184,1.38308696955828,1.70037588687579,1.83515239496452
"148",149,156,1.21477656317557,0.284113035163593,0.721987206508679,0.793021206383787,1.01310385815482,1.19096223788287,1.39788208367476,1.71702354255392,1.80768616209616
"149",150,157,1.15103967487109,0.275780503286079,0.68438746838547,0.742492305573932,0.953974838080821,1.13335012738689,1.31963611516304,1.63283577469246,1.75765028681194
"150",151,158,2.57309401154431,0.406172761080609,1.84324314946918,1.93859867347194,2.2898045790057,2.54715631514402,2.82916647629364,3.29923979942972,3.40667363966002
"151",152,159,2.33589312382454,0.412479623165628,1.59981787409479,1.70776756212662,2.05261436616006,2.30837826594916,2.59688699339458,3.03726544422229,3.24750748919763
"152",153,160,2.08508443769059,0.381752593716426,1.40525912608821,1.51555707989603,1.81681363783011,2.06058675846655,2.3151018023347,2.74939531657332,2.93210411277317
"153",154,161,2.03429358460781,0.335545104393739,1.43705389326352,1.50705714981743,1.80315798777715,2.01753491349455,2.24241854793834,2.6314117185014,2.75154325878681
"154",155,162,1.74507711713812,0.279701108171812,1.24816281114362,1.30451750942583,1.5493329174748,1.73155226273066,1.92760466265866,2.22605956165995,2.31176214496503
"155",156,163,1.13546384254923,0.20367597272014,0.782316980192758,0.827516114658791,0.990762194934663,1.12123786345446,1.26785340586679,1.48263748255411,1.56414455411434
"156",157,164,1.78702236151642,0.238946039800171,1.3608521527293,1.42525159637805,1.61766115367858,1.77416772875058,1.94012694042216,2.19526464791884,2.2944389179212
"157",158,165,1.76296258215374,0.228724069507179,1.35245495249549,1.40516730833343,1.60158036224128,1.75386205712603,1.91091483691033,2.15236079352831,2.24910404891846
"158",159,166,1.08946746903033,0.175433539655296,0.775170777498859,0.819610525295138,0.96195788739326,1.08275626129285,1.20137744467026,1.3947880452777,1.45048117365737
"159",160,167,2.04192381823413,0.229465077719293,1.63517832185832,1.68796571687082,1.88728370582061,2.02727973213891,2.19426763109555,2.43915070517175,2.52206596852276
"160",161,168,2.09749790471222,0.224224590183479,1.67493775898158,1.73686529572438,1.94632050936449,2.09367892537739,2.23950982828516,2.48440108307231,2.56053391058604
"161",162,169,1.9831023402207,0.220875641057944,1.57563553175318,1.63328065130377,1.83080102299458,1.97033455054923,2.12691667513505,2.35502815111853,2.43506567381587
"162",163,170,2.22812146103111,0.240782497281321,1.80195806991736,1.85875993260307,2.05513401337804,2.21235026865302,2.37986671417803,2.64485924485771,2.72488356608812
"163",164,171,2.19692817048394,0.226661810706908,1.77880389059332,1.83736970157466,2.04164778942838,2.19052736700605,2.34341624662757,2.57145894037015,2.66512299718803
"164",165,172,1.67723431985259,0.180092232929021,1.3401919373849,1.38799491667037,1.55425426554753,1.67103177249011,1.79636833197322,1.97948788703275,2.04654123469667
"165",166,173,1.63915160133377,0.162612501529991,1.34319939823092,1.38242785843938,1.52390372600054,1.63446517768487,1.74173296124196,1.92248442665648,1.98072144851769
"166",167,174,1.68512844329036,0.149483353519373,1.39847775000917,1.44570740091776,1.58048278687905,1.67861386567749,1.78408072794543,1.94643858507693,1.99521084934399
"167",168,175,2.05891099745649,0.154518110567629,1.77512220455328,1.80831871367136,1.95152230488516,2.05401304289213,2.16234869961086,2.32083957076411,2.37944604137406
"168",169,176,1.91923187467078,0.150340260237919,1.63094272830647,1.6813047445187,1.81447969186775,1.9150792243956,2.0192602696242,2.17085830841102,2.21803374070262
"169",170,177,1.70270841844178,0.140881453633829,1.43124226360817,1.47594160202002,1.60639589387174,1.69858574804309,1.79500720720498,1.93750648281418,1.98812983264158
